,sentiment,metacritic_prediction,metacritic_id
13312,negative,0.3,18382
13313,positive,1.0,31480
13314,negative,0.0,25932
13315,negative,1.0,31654
13316,positive,0.8,27643
13317,positive,0.9,1418
13318,positive,1.0,17665
13319,positive,0.3,22111
13320,positive,0.8,17331
13321,negative,0.9,14780
13322,negative,1.0,27896
13323,negative,0.2,35511
13324,negative,0.3,1110
13325,positive,0.9,30043
13326,negative,0.1,19800
13327,positive,0.9,8218
13328,positive,0.25,26734
13329,positive,0.9,5941
13330,negative,0.2,31717
13331,positive,0.2,30446
13332,negative,0.3,20643
13333,negative,0.0,17120
13334,negative,0.3,38635
13335,negative,1.0,6829
13336,negative,0.2,589
13337,negative,0.3,13621
13338,positive,0.8,37046
13339,positive,0.8,7548
13340,negative,0.1,14063
13341,positive,0.9,15508
13342,negative,0.0,8370
13343,positive,0.8,28982
13344,negative,1.0,28544
13345,positive,0.9,24502
13346,positive,0.9,28113
13347,positive,0.2,16433
13348,negative,0.3,12526
13349,positive,0.9,11071
13350,positive,0.8,4899
13351,positive,0.8,8129
13352,positive,0.9,33202
13353,negative,0.3,12799
13354,negative,0.8,19637
13355,positive,1.0,11933
13356,positive,0.8,36657
13357,positive,0.8,36587
13358,positive,1.0,6474
13359,positive,0.8,37727
13360,positive,1.0,5790
13361,negative,0.2,12450
13362,positive,0.8,25356
13363,positive,0.9,2250
13364,positive,0.8,14062
13365,negative,0.0,6189
13366,negative,0.9,35152
13367,negative,0.3,31757
13368,positive,0.1,12086
13369,negative,0.0,19257
13370,negative,0.9,29553
13371,negative,1.0,9123
13372,positive,0.9,6481
13373,positive,0.3,14593
13374,positive,1.0,16309
13375,positive,1.0,26677
13376,positive,1.0,4430
13377,negative,1.0,32420
13378,positive,0.91,35734
13379,negative,0.0,8370
13380,negative,0.9,36095
13381,positive,0.1,16339
13382,positive,1.0,5500
13383,negative,0.2,19966
13384,negative,0.0,22574
13385,negative,0.0,8908
13386,negative,0.9,34920
13387,positive,0.8,19720
13388,positive,0.0,9665
13389,positive,0.91,26675
13390,negative,0.0,16473
13391,negative,0.8,30537
13392,negative,0.2,30446
13393,positive,0.8,17397
13394,negative,0.8,19720
13395,positive,0.8,17464
13396,negative,0.3,16374
13397,negative,0.9,38074
13398,positive,0.2,30446
13399,positive,1.0,36067
13400,positive,0.9,14407
13401,positive,0.3,10134
13402,positive,1.0,20247
13403,positive,0.9,8294
13404,positive,0.9,27569
13405,positive,1.0,32443
13406,negative,0.2,23680
13407,positive,1.0,6672
13408,positive,0.8,4487
13409,positive,1.0,37710
13410,negative,0.3,30391
13411,negative,0.3,7331
13412,negative,0.2,9432
13413,negative,0.1,21915
13414,positive,1.0,34360
13415,positive,1.0,3790
13416,negative,0.0,23496
13417,positive,1.0,8700
13418,positive,0.8,1343
13419,positive,1.0,29809
13420,positive,0.8,12278
13421,negative,0.0,38823
13422,positive,0.8,22648
13423,positive,0.8,35592
13424,positive,0.8,11739
13425,negative,0.9,31205
13426,negative,0.75,22918
13427,positive,0.8,7430
13428,positive,0.9,10993
13429,negative,0.1,12086
13430,negative,0.9,29103
13431,positive,1.0,22304
13432,positive,1.0,37246
13433,negative,0.0,37527
13434,negative,0.3,2044
13435,positive,1.0,5924
13436,negative,0.3,38834
13437,negative,1.0,749
13438,positive,1.0,21289
13439,positive,0.9,14780
13440,negative,0.0,27268
13441,negative,0.0,12607
13442,negative,0.3,29203
13443,negative,0.3,38834
13444,positive,0.8,23281
13445,negative,0.1,13435
13446,positive,1.0,24281
13447,negative,0.2,36759
13448,positive,1.0,30045
13449,negative,0.1,13270
13450,negative,1.0,10733
13451,positive,0.3,9255
13452,negative,1.0,3628
13453,negative,0.8,23176
13454,positive,0.1,38296
13455,negative,0.9,15508
13456,negative,0.2,30446
13457,positive,0.3,37285
13458,positive,1.0,21289
13459,negative,1.0,23689
13460,positive,0.1,25021
13461,negative,0.3,1298
13462,negative,0.0,33188
13463,negative,0.0,22574
13464,positive,1.0,531
13465,positive,1.0,10383
13466,positive,0.2,23680
13467,positive,1.0,31992
13468,negative,0.2,22641
13469,positive,1.0,37246
13470,negative,0.8,23466
13471,negative,0.1,23347
13472,positive,0.3,4829
13473,negative,0.0,13155
13474,positive,1.0,24157
13475,negative,0.0,22574
13476,positive,0.8,30469
13477,positive,1.0,3693
13478,positive,0.8,32988
13479,positive,0.1,28436
13480,positive,1.0,30729
13481,negative,0.2,37777
13482,positive,1.0,16359
13483,positive,0.8,21776
13484,positive,0.8,36657
13485,positive,0.8,11279
13486,positive,0.8,34736
13487,positive,0.8,5736
13488,positive,1.0,37246
13489,positive,0.2,16578
13490,positive,0.9,38650
13491,negative,0.0,25586
13492,negative,0.1,14968
13493,negative,0.1,34112
13494,positive,0.1,9156
13495,positive,0.8,38794
13496,positive,0.9,26002
13497,negative,0.38,30390
13498,positive,0.8,9163
13499,positive,0.8,4189
13500,negative,0.0,16258
13501,negative,1.0,16359
13502,positive,0.2,30446
13503,negative,0.0,32036
13504,positive,1.0,16358
13505,positive,0.2,28906
13506,negative,0.2,16433
13507,positive,1.0,3970
13508,positive,0.3,27913
13509,positive,1.0,7024
13510,negative,0.1,206
13511,negative,0.9,32708
13512,negative,0.0,6520
13513,positive,0.9,17998
13514,negative,0.1,12086
13515,negative,0.0,32036
13516,positive,0.9,19724
13517,negative,0.2,6810
13518,positive,1.0,21137
13519,positive,0.9,17850
13520,positive,0.3,2044
13521,negative,0.3,34734
13522,negative,1.0,28230
13523,positive,1.0,16928
13524,positive,0.2,22997
13525,negative,0.1,9156
13526,negative,1.0,37246
13527,negative,0.0,29795
13528,positive,0.8,21950
13529,negative,1.0,1240
13530,positive,0.9,4262
13531,positive,0.2,22820
13532,negative,0.2,12069
13533,negative,1.0,36897
13534,negative,0.2,30446
13535,positive,1.0,29542
13536,negative,0.3,18382
13537,positive,0.2,25163
13538,negative,0.2,30446
13539,negative,0.2,9432
13540,negative,0.9,3292
13541,negative,0.1,28342
13542,negative,0.8,20368
13543,positive,1.0,5974
13544,negative,0.2,118
13545,positive,0.9,20701
13546,positive,1.0,30045
13547,negative,0.2,32572
13548,negative,1.0,16794
13549,positive,0.9,35152
13550,negative,0.8,11866
13551,negative,1.0,25915
13552,negative,0.2,9432
13553,positive,1.0,23218
13554,negative,1.0,25424
13555,positive,1.0,3628
13556,negative,0.2,7981
13557,positive,0.8,18148
13558,negative,0.3,2554
13559,negative,0.2,118
13560,negative,0.1,17321
13561,positive,0.8,2508
13562,positive,1.0,10385
13563,negative,0.1,28207
13564,negative,0.2,16433
13565,negative,0.8,2718
13566,positive,1.0,11699
13567,positive,0.9,8020
13568,positive,1.0,1232
13569,negative,0.2,21814
13570,positive,0.3,10134
13571,positive,1.0,11542
13572,negative,0.3,5847
13573,positive,0.3,10134
13574,positive,0.8,29848
13575,negative,0.3,16809
13576,negative,1.0,28230
13577,negative,1.0,23844
13578,positive,0.8,1040
13579,positive,0.9,29580
13580,negative,0.9,8294
13581,negative,0.8,38388
13582,positive,1.0,26886
13583,positive,0.8,30790
13584,positive,1.0,8796
13585,negative,0.8,23486
13586,positive,0.1,12086
13587,positive,0.8,4168
13588,negative,0.2,25324
13589,positive,0.8,21365
13590,positive,0.8,14178
13591,negative,0.2,16393
13592,positive,0.1,16339
13593,negative,0.1,2837
13594,negative,0.2,31717
13595,positive,1.0,1779
13596,negative,0.2,30446
13597,positive,0.8,7508
13598,negative,0.1,6490
13599,negative,0.2,30446
13600,negative,0.3,11886
13601,positive,0.2,28906
13602,positive,0.1,3344
13603,positive,0.9,34266
13604,positive,0.8,23613
13605,negative,0.8,37265
13606,positive,0.2,22641
13607,negative,0.0,32036
13608,positive,1.0,21785
13609,negative,0.3,17612
13610,positive,0.2,30446
13611,positive,0.9,16447
13612,positive,1.0,11542
13613,positive,1.0,24155
13614,negative,0.9,36095
13615,negative,0.1,32015
13616,negative,0.2,23079
13617,negative,0.9,25962
13618,positive,0.1,13270
13619,negative,0.1,28975
13620,negative,0.3,37417
13621,positive,0.1,27314
13622,positive,0.9,10558
13623,positive,0.9,29553
13624,negative,0.0,12396
13625,positive,0.8,7508
13626,negative,0.9,20889
13627,positive,1.0,11150
13628,negative,0.1,17419
13629,positive,0.0,26832
13630,positive,1.0,8965
13631,positive,0.8,3621
13632,negative,0.1,10652
13633,negative,0.9,3613
13634,positive,1.0,17314
13635,positive,0.8,31669
13636,negative,0.2,32276
13637,negative,0.2,16393
13638,negative,0.9,15508
13639,positive,1.0,37246
13640,negative,0.9,14212
13641,negative,0.1,34112
13642,positive,0.8,2985
13643,positive,0.1,38296
13644,negative,0.8,7294
13645,negative,1.0,4978
13646,negative,0.2,23680
13647,positive,0.8,33542
13648,positive,0.9,30516
13649,positive,0.8,36587
13650,positive,0.9,35152
13651,positive,0.0,22995
13652,positive,0.1,37657
13653,positive,0.8,18580
13654,positive,0.3,13740
13655,positive,1.0,7360
13656,positive,0.2,37420
13657,positive,1.0,36706
13658,negative,0.3,17612
13659,positive,0.9,38353
13660,negative,0.3,605
13661,positive,1.0,36252
13662,positive,0.9,18946
13663,positive,1.0,11101
13664,positive,0.3,18382
13665,positive,0.8,3258
13666,negative,1.0,38068
13667,positive,0.9,26401
13668,negative,1.0,20286
13669,negative,0.38,5449
13670,positive,1.0,17923
13671,negative,1.0,14947
13672,positive,0.9,29580
13673,positive,0.1,14835
13674,positive,0.8,20927
13675,negative,1.0,30451
13676,negative,0.9,19021
13677,positive,0.9,4301
13678,positive,0.8,2155
13679,positive,0.3,25373
13680,negative,1.0,14962
13681,negative,0.0,16586
13682,negative,0.3,9836
13683,negative,0.9,27761
13684,positive,0.1,12922
13685,positive,0.8,38388
13686,positive,0.8,9365
13687,negative,0.0,12607
13688,negative,0.0,35210
13689,positive,0.8,11500
13690,positive,0.9,19021
13691,negative,0.8,35161
13692,negative,0.1,9379
13693,negative,0.1,1228
13694,positive,1.0,9344
13695,positive,0.9,9024
13696,positive,0.8,11279
13697,positive,1.0,36320
13698,negative,0.1,24260
13699,positive,0.1,16339
13700,positive,0.9,38958
13701,negative,0.1,2522
13702,negative,0.9,38486
13703,negative,0.0,26373
13704,negative,1.0,37246
13705,negative,0.9,11550
13706,negative,0.2,16433
13707,negative,0.75,6933
13708,positive,1.0,38068
13709,negative,0.3,7964
13710,positive,0.8,3197
13711,negative,0.3,21277
13712,negative,0.0,32036
13713,positive,0.9,28898
13714,negative,1.0,32634
13715,negative,0.1,14063
13716,negative,0.1,34362
13717,negative,0.1,14998
13718,positive,0.1,25899
13719,negative,0.1,2937
13720,positive,1.0,28000
13721,positive,1.0,23243
13722,positive,0.8,13866
13723,negative,0.3,28618
13724,positive,0.0,32036
13725,positive,0.3,13740
13726,positive,1.0,9250
13727,negative,0.3,38834
13728,negative,0.3,38834
13729,positive,0.1,32585
13730,positive,0.8,692
13731,positive,0.8,8392
13732,negative,0.0,19257
13733,negative,0.8,23281
13734,negative,0.1,12922
13735,positive,1.0,17932
13736,negative,0.88,16446
13737,positive,0.1,3013
13738,negative,0.3,31900
13739,positive,0.8,23281
13740,positive,0.0,5632
13741,negative,0.8,26016
13742,negative,1.0,19316
13743,negative,0.0,22171
13744,positive,0.9,18997
13745,positive,0.9,35137
13746,negative,0.2,28554
13747,positive,1.0,25602
13748,negative,0.3,13003
13749,positive,1.0,17639
13750,positive,0.9,35428
13751,positive,0.8,22735
13752,negative,1.0,28149
13753,negative,0.3,38011
13754,negative,1.0,24919
13755,positive,0.1,27065
13756,negative,0.2,16393
13757,positive,1.0,36706
13758,positive,0.9,10796
13759,positive,0.1,36557
13760,positive,0.8,33709
13761,positive,0.3,38834
13762,positive,0.9,1682
13763,positive,0.9,34043
13764,positive,0.8,7508
13765,positive,1.0,7360
13766,positive,0.8,13164
13767,negative,0.0,219
13768,positive,1.0,1717
13769,positive,0.9,23643
13770,negative,0.3,31902
13771,positive,0.8,15176
13772,positive,0.8,3086
13773,negative,0.1,3344
13774,positive,0.9,15508
13775,positive,1.0,3554
13776,negative,0.2,34649
13777,negative,0.9,2822
13778,positive,0.1,14968
13779,positive,0.2,118
13780,positive,0.8,7508
13781,negative,0.8,1034
13782,negative,0.2,118
13783,negative,0.9,14080
13784,negative,1.0,16928
13785,positive,0.8,15135
13786,positive,0.9,21284
13787,negative,0.2,20371
13788,positive,1.0,12329
13789,positive,0.9,9067
13790,positive,0.0,35655
13791,negative,0.8,16127
13792,negative,0.2,24749
13793,negative,0.2,24068
13794,negative,0.3,28944
13795,negative,0.2,12450
13796,positive,0.1,27314
13797,positive,0.9,30071
13798,positive,0.2,1858
13799,negative,0.2,23680
13800,negative,0.1,22982
13801,negative,0.3,13607
13802,negative,0.0,14643
13803,positive,0.0,12396
13804,positive,0.0,37052
13805,negative,0.9,17334
13806,negative,0.9,7267
13807,positive,0.1,12086
13808,negative,0.1,29253
13809,positive,1.0,20067
13810,positive,1.0,33508
13811,positive,0.8,23281
13812,negative,0.3,12526
13813,positive,0.9,25180
13814,positive,0.2,22820
13815,negative,0.0,2526
13816,negative,0.9,24063
13817,positive,0.8,19005
13818,negative,0.2,16433
13819,positive,0.8,18887
13820,positive,0.89,6191
13821,positive,1.0,37246
13822,negative,0.3,24165
13823,negative,0.2,34649
13824,positive,0.9,28684
13825,negative,0.1,28670
13826,positive,0.8,19332
13827,positive,0.0,6668
13828,positive,1.0,15962
13829,positive,1.0,22304
13830,negative,0.0,13523
13831,negative,0.25,27437
13832,positive,1.0,20041
13833,negative,0.8,11256
13834,negative,0.0,20270
13835,positive,0.8,6031
13836,positive,0.8,9652
13837,positive,0.2,24278
13838,negative,0.0,22340
13839,negative,0.0,11617
13840,positive,0.8,37265
13841,positive,0.8,4899
13842,negative,0.3,437
13843,positive,0.8,28208
13844,positive,0.0,22574
13845,positive,0.9,16905
13846,positive,1.0,20069
13847,negative,1.0,7709
13848,negative,0.2,30446
13849,positive,0.8,2060
13850,negative,0.3,29326
13851,negative,0.0,7929
13852,negative,0.2,12450
13853,positive,0.8,32700
13854,positive,0.3,10134
13855,positive,1.0,35478
13856,negative,0.1,30291
13857,negative,0.8,13617
13858,positive,1.0,37246
13859,positive,1.0,7461
13860,positive,0.8,33375
13861,positive,0.75,35431
13862,negative,0.1,21915
13863,positive,1.0,10450
13864,positive,0.1,34112
13865,negative,1.0,27896
13866,positive,1.0,16794
13867,negative,0.1,31503
13868,positive,0.3,30829
13869,negative,0.2,26167
13870,negative,0.9,15345
13871,negative,0.91,32683
13872,negative,0.3,33835
13873,negative,0.1,24242
13874,positive,0.3,4441
13875,negative,0.2,16433
13876,positive,0.3,7677
13877,positive,0.0,32036
13878,negative,0.3,14979
13879,negative,0.9,15508
13880,positive,1.0,27896
13881,positive,0.2,23680
13882,positive,1.0,11933
13883,positive,0.3,18382
13884,positive,0.0,16258
13885,negative,0.9,21760
13886,negative,0.9,22857
13887,negative,0.2,31717
13888,negative,0.1,30252
13889,positive,0.8,15188
13890,positive,0.8,20357
13891,negative,0.0,38854
13892,negative,0.2,36759
13893,positive,0.0,22655
13894,negative,1.0,23970
13895,negative,0.1,38112
13896,positive,1.0,38114
13897,positive,1.0,16928
13898,negative,0.8,26424
13899,positive,0.9,35152
13900,positive,1.0,23918
13901,negative,0.0,24289
13902,positive,0.8,12158
13903,positive,1.0,14464
13904,positive,0.1,22767
13905,positive,0.8,22682
13906,negative,0.9,19021
13907,positive,1.0,27896
13908,negative,0.0,23284
13909,negative,0.0,14530
13910,positive,1.0,37370
13911,negative,0.3,38834
13912,negative,0.1,4343
13913,positive,0.3,8198
13914,positive,0.3,24500
13915,negative,0.2,118
13916,positive,0.1,27685
13917,positive,0.3,33116
13918,negative,1.0,21868
13919,positive,0.8,30263
13920,positive,0.9,30364
13921,positive,0.9,11247
13922,negative,0.3,29919
13923,negative,0.1,19800
13924,positive,0.8,35592
13925,negative,0.1,4278
13926,positive,0.8,31360
13927,negative,0.1,24260
13928,positive,0.9,13317
13929,positive,0.8,37157
13930,positive,0.3,30829
13931,negative,0.3,30948
13932,negative,0.1,9741
13933,negative,0.3,1110
13934,negative,0.8,38228
13935,negative,0.1,23785
13936,positive,0.9,4071
13937,positive,0.0,32036
13938,negative,0.1,14998
13939,positive,0.91,35734
13940,positive,0.8,17464
13941,positive,1.0,20247
13942,positive,0.8,35161
13943,positive,0.3,29505
13944,positive,1.0,28492
13945,negative,1.0,28000
13946,positive,0.9,20114
13947,positive,0.9,23239
13948,negative,1.0,37246
13949,negative,1.0,27896
13950,positive,0.9,21760
13951,negative,1.0,579
13952,positive,1.0,11710
13953,positive,1.0,20247
13954,negative,0.1,32428
13955,positive,1.0,7709
13956,negative,0.8,25401
13957,negative,0.8,24570
13958,positive,0.3,34040
13959,positive,1.0,21297
13960,positive,1.0,6215
13961,negative,0.2,11072
13962,negative,0.1,35757
13963,negative,0.9,35152
13964,positive,1.0,20247
13965,negative,0.2,7475
13966,negative,1.0,20247
13967,positive,0.8,18252
13968,positive,1.0,23849
13969,negative,0.1,1256
13970,negative,0.75,32853
13971,positive,1.0,5197
13972,positive,0.9,18548
13973,negative,0.2,24740
13974,negative,0.1,34112
13975,positive,0.8,17464
13976,positive,0.9,30834
13977,positive,0.9,20752
13978,negative,0.75,2601
13979,negative,1.0,19032
13980,negative,1.0,9622
13981,positive,0.8,20646
13982,positive,0.1,21305
13983,positive,0.8,25680
13984,positive,0.9,27705
13985,positive,0.8,3621
13986,negative,0.1,30252
13987,positive,1.0,15962
13988,positive,0.9,522
13989,negative,0.2,31357
13990,negative,0.8,32964
13991,positive,0.8,16109
13992,negative,0.3,15678
13993,negative,0.8,11279
13994,negative,0.8,24776
13995,negative,0.1,33729
13996,positive,1.0,27499
13997,negative,0.1,19187
13998,negative,0.1,10652
13999,negative,0.1,30252
14000,negative,0.9,5999
14001,negative,0.0,6426
14002,positive,0.9,27990
14003,negative,0.3,7677
14004,negative,0.8,19637
14005,positive,0.0,16440
14006,positive,0.8,12970
14007,negative,0.8,35592
14008,positive,0.9,27761
14009,negative,0.1,9156
14010,positive,1.0,32634
14011,positive,0.1,25021
14012,negative,0.9,31084
14013,positive,1.0,28908
14014,negative,1.0,33383
14015,positive,1.0,19169
14016,negative,0.1,30252
14017,negative,0.2,36366
14018,negative,0.0,11930
14019,positive,0.8,24620
14020,negative,0.2,16433
14021,positive,0.1,24242
14022,positive,0.8,27043
14023,negative,0.2,16433
14024,positive,0.3,27272
14025,negative,0.3,27913
14026,negative,0.3,25838
14027,positive,1.0,3970
14028,negative,0.9,25180
14029,negative,1.0,18213
14030,positive,1.0,16358
14031,positive,0.3,28944
14032,positive,0.75,9800
14033,negative,0.0,32036
14034,negative,0.0,22574
14035,positive,1.0,30298
14036,positive,0.91,26675
14037,positive,1.0,17314
14038,negative,0.1,36354
14039,negative,0.0,22340
14040,negative,1.0,35545
14041,positive,1.0,5195
14042,positive,0.8,37148
14043,positive,0.9,32711
14044,negative,0.3,5847
14045,positive,0.8,7195
14046,negative,0.1,3344
14047,positive,0.3,25419
14048,positive,1.0,36641
14049,negative,0.1,38296
14050,negative,0.8,15176
14051,positive,0.3,10134
